text,token,emoji,sentiment
Noida #COVID19 graph courtesy @htTweets #CoronavirusIndia https://t.co/dgT0Ni3h52,noida #covid19 graph courtesy @httweets #coronavirusindia ,FALSE,Positive
It never rains but it pours; hey valley!? Hang in there. #TropicalStormHanna will pass and eventually #Covid19 too. #RGV,it never rains but it pours; hey valley!? hang in there. #tropicalstormhanna will pass and eventually #covid19 too. #rgv,FALSE,Neutral
"Has #COVID19 been a blessing in disguise for anyone? Of course, we all mourn the loss of life &amp; long for a return t… https://t.co/awsRI5Jy5U","has #covid19 been a blessing in disguise for anyone? of course, we all mourn the loss of life &amp; long for a return t… ",FALSE,Negative
"Tell Trump to immediately drop his character assassination of Dr. Fauci, the only voice of truth in the White House… https://t.co/RJjRQNiwg6","tell trump to immediately drop his character assassination of dr. fauci, the only voice of truth in the white house… ",FALSE,Negative
"No #Covid19 herd immunity yet, says WHO chief scientist Soumya Swaminathan

https://t.co/jwIvNuev4S https://t.co/UZL4jUE4ng","no #covid19 herd immunity yet, says who chief scientist soumya swaminathan   ",FALSE,Negative
"I sleep with an itchy asshole at night
#Memes #FamilyGuy #COVID19 #bruh",i sleep with an itchy asshole at night #memes #familyguy #covid19 #bruh,FALSE,Negative
US Senate primary in Tennessee pits Trump’s candidate against conservative insurgency https://t.co/qjT6j6mLxy  👈 cl… https://t.co/899wLpt6Wj,us senate primary in tennessee pits trump’s candidate against conservative insurgency   👈 cl… ,TRUE,Neutral
@jaypolaki @MeghanMBiro @conmkw @AndiCale Remember that it was #shrm12 and @twitter which connected us 😎 glad to se… https://t.co/Gwrt21dYkd,@jaypolaki @meghanmbiro @conmkw @andicale remember that it was #shrm12 and @twitter which connected us 😎 glad to se… ,TRUE,Positive
They shouldn’t be allowed to have a dog! #coronavirus #COVID19 #pandemic https://t.co/Hs68I3EmYx,they shouldn’t be allowed to have a dog! #coronavirus #covid19 #pandemic ,FALSE,Neutral
A stress test conducted by RBI suggests that the #Covid19 crisis could push Indian banks’ gross bad loans to their… https://t.co/VnwN9T0Pd5,a stress test conducted by rbi suggests that the #covid19 crisis could push indian banks’ gross bad loans to their… ,FALSE,Negative
Either our leaders are toying with us all/are stupid or #COVID19 is the smartest virus in history. It distinguishes… https://t.co/o5rsulFQfe,either our leaders are toying with us all/are stupid or #covid19 is the smartest virus in history. it distinguishes… ,FALSE,Negative
Dr. Brix Covid Task Force #Florida #Texas #California are equivalent to #NewYork at their peak of #Covid #COVID19… https://t.co/CHRghVrvZa,dr. brix covid task force #florida #texas #california are equivalent to #newyork at their peak of #covid #covid19… ,FALSE,Neutral
@HotlineJosh Everyone wondered what would happen if #Trump had to face a major domestic or international incident -… https://t.co/S2V1FBeaFZ,@hotlinejosh everyone wondered what would happen if #trump had to face a major domestic or international incident -… ,FALSE,Neutral
"Quagmire has no idea how to pull out of anything. Including bad investments 
#Memes #FamilyGuy #COVID19 #bruh",quagmire has no idea how to pull out of anything. including bad investments  #memes #familyguy #covid19 #bruh,FALSE,Negative
@realDonaldTrump Once again the #StableGenius is diverting attention from the real issue: #COVID19 and 138K dead!,@realdonaldtrump once again the #stablegenius is diverting attention from the real issue: #covid19 and 138k dead!,FALSE,Negative
How cultastic! #COVID19 #RepublicansVirus https://t.co/6cDZFSnU7T,how cultastic! #covid19 #republicansvirus ,FALSE,Neutral
"Date night, friends, and Strays #strays #covid19 @ Cedar Rapids, Iowa https://t.co/L4AoONZ6sg","date night, friends, and strays #strays #covid19 @ cedar rapids, iowa ",FALSE,Positive
"@davetaylor_AB @edmundacuto94 So right. One has already infected 1,040,004 Albertans. The other is #covid19  Masks help for one.","@davetaylor_ab @edmundacuto94 so right. one has already infected 1,040,004 albertans. the other is #covid19  masks help for one.",FALSE,Negative
@FredMatiangi If you are in the Frontline in curbing The spread of #COVID19 Kindly do something at CRS Bishop House. ACK.,@fredmatiangi if you are in the frontline in curbing the spread of #covid19 kindly do something at crs bishop house. ack.,FALSE,Positive
Where are the masks and where is the physical distancing? #stlcards #COVID19 https://t.co/7OTNvZcEAn,where are the masks and where is the physical distancing? #stlcards #covid19 ,FALSE,Neutral
"Impressive. 👍

""Why did Europe successfully emerge from its #COVID19 epidemic while America still struggles and eve… https://t.co/sOmmOJWhKK","impressive. 👍  ""why did europe successfully emerge from its #covid19 epidemic while america still struggles and eve… ",TRUE,Negative
"""My world stopped spinning"": Life on hold for millions of Philippine migrant workers. @SightMagazine #Philippines… https://t.co/66UtnV0fQZ","""my world stopped spinning"": life on hold for millions of philippine migrant workers. @sightmagazine #philippines… ",FALSE,Negative
"I mean them pointy hats are good water cups 
#Memes #FamilyGuy #COVID19 #bruh",i mean them pointy hats are good water cups  #memes #familyguy #covid19 #bruh,FALSE,Positive
"2/
Through #COVID19 
Through her knee surgery 
Through her physical therapy
Through setting up an estate sale
Throu… https://t.co/i2Q4YhyTDt",2/ through #covid19  through her knee surgery  through her physical therapy through setting up an estate sale throu… ,FALSE,Neutral
"@taylorswift13 🌹

exile 

feat. @boniver 

https://t.co/JLduqfNFe7 via @YouTube

📱🥇🎶🎵

#IMOPresents #happynerdgirl… https://t.co/nbdIkP9RIi",@taylorswift13 🌹  exile   feat. @boniver    via @youtube  📱🥇🎶🎵  #imopresents #happynerdgirl… ,TRUE,Neutral
"🖋 Sign “AMERICA IS DIMMING” and I’ll deliver a copy to your officials: https://t.co/Ssen5VfQBT

📨 No. 5 is from Kim… https://t.co/q3Z3054vcJ",🖋 sign “america is dimming” and i’ll deliver a copy to your officials:   📨 no. 5 is from kim… ,TRUE,Negative
"PM Narendra Modi to inaugurate 3 new high throughput labs of #ICMR on July 27
@narendramodi @ICMRDELHI 
#Covid_19… https://t.co/cMqMRgBz0B",pm narendra modi to inaugurate 3 new high throughput labs of #icmr on july 27 @narendramodi @icmrdelhi  #covid_19… ,FALSE,Neutral
https://t.co/gcBM8gA6KJ thanks to @cbc for showing us the lives behind the numbers. So many wonderful people lost.… https://t.co/ScN1o5b6pe, thanks to @cbc for showing us the lives behind the numbers. so many wonderful people lost.… ,FALSE,Positive
"#OpenOurSchools
https://t.co/afvzbd8grJ
Our schools must open for countless reasons! Health &amp; safety of our childre… https://t.co/aTbv6M2AhE",#openourschools  our schools must open for countless reasons! health &amp; safety of our childre… ,FALSE,Positive
"😭 To the memory of the 148,490 Americans and the 642,688 people worldwide who have sadly passed away from Covid-19.… https://t.co/y93hcLepnQ","😭 to the memory of the 148,490 americans and the 642,688 people worldwide who have sadly passed away from covid-19.… ",TRUE,Negative
"🖋 Sign “Putin, Bounty, Russia, Troops, Silence...” and I’ll deliver a copy to your officials:… https://t.co/AUEZZcYTUJ","🖋 sign “putin, bounty, russia, troops, silence...” and i’ll deliver a copy to your officials:… ",TRUE,Neutral
"Cases: 15,672,841 (+4,461) 
Deaths: 638,352 (+109) 
Recovered: 8,986,284 (+584) 
Active Cases: 6,686,557 (42.66%)
C… https://t.co/arp4CFOy2V","cases: 15,672,841 (+4,461)  deaths: 638,352 (+109)  recovered: 8,986,284 (+584)  active cases: 6,686,557 (42.66%) c… ",FALSE,Positive
@mercedesschlapp @realDonaldTrump @realDonaldTrump golfs while wasting taxpayer's money but I'm sure @SenTomCotton… https://t.co/kC2TY8LJCB,@mercedesschlapp @realdonaldtrump @realdonaldtrump golfs while wasting taxpayer's money but i'm sure @sentomcotton… ,FALSE,Negative
"#BIGNEWS: Flight operations at #Kolkata airport to remain suspended today and on 29th July, amid #COVID19 induced l… https://t.co/CRh9lXUBss","#bignews: flight operations at #kolkata airport to remain suspended today and on 29th july, amid #covid19 induced l… ",FALSE,Negative
"With #Covid19 lockdowns dictating our lives and our #health weighing on our minds, this is a great time to check ou… https://t.co/i7a3IeFtxq","with #covid19 lockdowns dictating our lives and our #health weighing on our minds, this is a great time to check ou… ",FALSE,Positive
Oh great....our county has been added to the list of 'hot spots' in Mississippi.   It's getting real now.  Scary.… https://t.co/Jz2Fo5ACba,oh great....our county has been added to the list of 'hot spots' in mississippi.   it's getting real now.  scary.… ,FALSE,Neutral
"I’ve made major investments on my dog. Sometimes they do pay off
#Memes #FamilyGuy #COVID19 #bruh",i’ve made major investments on my dog. sometimes they do pay off #memes #familyguy #covid19 #bruh,FALSE,Negative
An alarming aspect of the #COVID19 pandemic no one is talking about is that it has shown America’s foreign adversar… https://t.co/uhfZcLH0Z3,an alarming aspect of the #covid19 pandemic no one is talking about is that it has shown america’s foreign adversar… ,FALSE,Negative
"@realDonaldTrump Surge: 1100 to 1200 new deaths PER DAY from COVID-19 in the USA, every day for the past week! We'r… https://t.co/TzT6gY18pc","@realdonaldtrump surge: 1100 to 1200 new deaths per day from covid-19 in the usa, every day for the past week! we'r… ",FALSE,Neutral
"26 deaths in 3 US convents, as nuns confront the pandemic https://t.co/WehS4Hsnyn 

#nuns #convents #COVID19 #coronavirus","26 deaths in 3 us convents, as nuns confront the pandemic    #nuns #convents #covid19 #coronavirus",FALSE,Negative
"Win Buy Box Increase your #Amazon sales with Alpha Repricer

https://t.co/flC7Sb5IyD

#Amazon #Amazonfba… https://t.co/aleQt77wge",win buy box increase your #amazon sales with alpha repricer    #amazon #amazonfba… ,FALSE,Positive
Exactly. Enough living in fear and pseudoscience (ahem...masks). #COVID19 #coronavirus #COVID19 #MasksOnOhio… https://t.co/zJRNMeYvod,exactly. enough living in fear and pseudoscience (ahem...masks). #covid19 #coronavirus #covid19 #masksonohio… ,FALSE,Negative
"#IndiaFightsCorona 
#CoronaVirusUpdates

India achieves a record number of more than 4,20,000 #COVID19 tests in a s… https://t.co/ylNVhy9L9P","#indiafightscorona  #coronavirusupdates  india achieves a record number of more than 4,20,000 #covid19 tests in a s… ",FALSE,Positive
WITHDRAWN: 5G Technology And Induction of Coronavirus in Skin Cells… (Saved Entire Research)… https://t.co/Y7gWGZx1AV,withdrawn: 5g technology and induction of coronavirus in skin cells… (saved entire research)… ,FALSE,Neutral
"4,20,000 samples tested in 24 hours . HIGHEST SO FAR.#COVID19.","4,20,000 samples tested in 24 hours . highest so far.#covid19.",FALSE,Neutral
"@donwinslow When my son went to college, meningococcal vaccination/booster was mandatory. Checked in registrar’s of… https://t.co/xptMMqA9ES","@donwinslow when my son went to college, meningococcal vaccination/booster was mandatory. checked in registrar’s of… ",FALSE,Positive
"""If the Covid ‘long-haulers’ do go on to be diagnosed with ME, I only hope they don’t endure the same suffering tha… https://t.co/nZ726K3C64","""if the covid ‘long-haulers’ do go on to be diagnosed with me, i only hope they don’t endure the same suffering tha… ",FALSE,Negative
My ass just realized we will be in August next Saturday the courts open back up. All these people that list jobs in… https://t.co/wnwdM9ROR4,my ass just realized we will be in august next saturday the courts open back up. all these people that list jobs in… ,FALSE,Negative
"#STOP #Fooling people , Why anyone should pay the fare difference for the ticket cancelled by your end  #GoAir… https://t.co/touZfc7pOy","#stop #fooling people , why anyone should pay the fare difference for the ticket cancelled by your end  #goair… ",FALSE,Negative
"Interesting!
Export of Indian spices has increased big way due to #COVID19. 
Those in the west saying 'Indians smel… https://t.co/tgpLKbsDP8",interesting! export of indian spices has increased big way due to #covid19.  those in the west saying 'indians smel… ,FALSE,Positive
"To date, one in every 78 US citizens has been afflicted with #Covid_19, with US infection rate 213x higher than tha… https://t.co/SaBuPSilYi","to date, one in every 78 us citizens has been afflicted with #covid_19, with us infection rate 213x higher than tha… ",FALSE,Negative
#COVID19 outbreak at Iowa pork plant was larger than state reported https://t.co/eVp0wttC2n #Coronavirus #Health,#covid19 outbreak at iowa pork plant was larger than state reported  #coronavirus #health,FALSE,Neutral
"Today 7/24/20
We lost 1,141 #Americans lives 🇺🇸 

78,009 new #COVID19 cases in the #USA.

#Florida 12,444 #Deaths 1… https://t.co/Cs6vlRcUpz","today 7/24/20 we lost 1,141 #americans lives 🇺🇸   78,009 new #covid19 cases in the #usa.  #florida 12,444 #deaths 1… ",TRUE,Negative
"@MLS @LAFC Baseball Australia bans all Alcohol sponsorships and advertising,doing the right thing,and urging Major… https://t.co/03g5KyXeqh","@mls @lafc baseball australia bans all alcohol sponsorships and advertising,doing the right thing,and urging major… ",FALSE,Neutral
"1,56,767 under observation for COVID-19 in the state https://t.co/6yYdkU0yAP #COVID19","1,56,767 under observation for covid-19 in the state  #covid19",FALSE,Neutral
"#COVID19 Spike: 850 Additional Beds For COVID Care In #Bhubaneswar

 https://t.co/nI34aLwAt8",#covid19 spike: 850 additional beds for covid care in #bhubaneswar   ,FALSE,Positive
"Interesting press release. 25.1.2020

The first case of novel coronavirus (2019-nCoV) has been confirmed by Victori… https://t.co/WRY64qWFtK",interesting press release. 25.1.2020  the first case of novel coronavirus (2019-ncov) has been confirmed by victori… ,FALSE,Positive
"As a physician...as a surgeon...as a parent.

Our #COVID19 national policy (which does NOT exist) has now cost our… https://t.co/tcUOj3GNsr",as a physician...as a surgeon...as a parent.  our #covid19 national policy (which does not exist) has now cost our… ,FALSE,Neutral
"Military, ICE, ans DHS employees sue the Trump administration claiming additional compensation for exposure to… https://t.co/TszqvPPSN0","military, ice, ans dhs employees sue the trump administration claiming additional compensation for exposure to… ",FALSE,Neutral
"In this @teghan_simonton @triblive piece I'm quoted about how, when interpreting #COVID19 hospitalization numbers,… https://t.co/CPV8id0E4g","in this @teghan_simonton @triblive piece i'm quoted about how, when interpreting #covid19 hospitalization numbers,… ",FALSE,Neutral
"Today was a really tough day, is it normal to have really terrible nightmares after the loss of a child. I feel lik… https://t.co/LqbSDqegso","today was a really tough day, is it normal to have really terrible nightmares after the loss of a child. i feel lik… ",FALSE,Negative
Cover your face while letting your personality show with these masks! https://t.co/59qvk4LhLj #redbubble #masks #COVID19 #ppe #pandemic,cover your face while letting your personality show with these masks!  #redbubble #masks #covid19 #ppe #pandemic,FALSE,Neutral
The definition of exponential. #COVID19 #coronavirus https://t.co/3r4Gxiey4x,the definition of exponential. #covid19 #coronavirus ,FALSE,Neutral
Here's Placer County Public Health's weekly COVID-19 update: https://t.co/Yr2ktC7lPl This week we answer questions… https://t.co/EGWvbrUINf,here's placer county public health's weekly covid-19 update:  this week we answer questions… ,FALSE,Neutral
ICYMI: Americans’ Digital Banking &amp; Consumer Behavior Has Shifted in the Era of COVID-19 - a SYKES for FinTech surv… https://t.co/sNbSJt57cc,icymi: americans’ digital banking &amp; consumer behavior has shifted in the era of covid-19 - a sykes for fintech surv… ,FALSE,Neutral
"Keeping Well at Home Booklet - A great resource full of practical tips on how #olderadults can stay active, healthy… https://t.co/4Owad6yMCC","keeping well at home booklet - a great resource full of practical tips on how #olderadults can stay active, healthy… ",FALSE,Positive
"My wife is trying to help change this ridiculous state #MO #COVID19 

https://t.co/QijEj0qAX7",my wife is trying to help change this ridiculous state #mo #covid19   ,FALSE,Negative
#Covid_19 Dead: 6.5 Hiroshimas! #COVIDー19 #Covid19 #WW3 https://t.co/XUHnyCGjuO,#covid_19 dead: 6.5 hiroshimas! #covidー19 #covid19 #ww3 ,FALSE,Negative
A reminder about DROPLETS and MICRODROPLETS. 6 feet rule is not enough indoors with now established aerosol based t… https://t.co/UX0yRatDhk,a reminder about droplets and microdroplets. 6 feet rule is not enough indoors with now established aerosol based t… ,FALSE,Neutral
@Surgeon_General Voting against Trump and his enablers will do more good to stop the spread than anything else.… https://t.co/P5ttXTCC8d,@surgeon_general voting against trump and his enablers will do more good to stop the spread than anything else.… ,FALSE,Negative
"COVID-19 PANDEMIC:
United Nations World Health Organisation head: Coronavirus that causes COVID-19 still around, da… https://t.co/NBO3hSYUFq","covid-19 pandemic: united nations world health organisation head: coronavirus that causes covid-19 still around, da… ",FALSE,Positive
Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/usnqV9lTig via @Change,give $2000/month to every american #moneyforthepeople #covid19 - sign the petition!  via @change,FALSE,Neutral
That hypocrisy when someone asks an invisible power from the skies to give her strength and protect her so she bust… https://t.co/3hBNYZiM0U,that hypocrisy when someone asks an invisible power from the skies to give her strength and protect her so she bust… ,FALSE,Positive
"Well, that gets the point across. ""Keeping coal oil and gas in the ground is PPE for humanity."" 

Going to remember… https://t.co/KeHYe6fYIR","well, that gets the point across. ""keeping coal oil and gas in the ground is ppe for humanity.""   going to remember… ",FALSE,Positive
"As of July 24th the 7-day average of worldwide #Covid19 deaths has increased the last 6 days in a row.

It is now u… https://t.co/pEmJ5WyVy4",as of july 24th the 7-day average of worldwide #covid19 deaths has increased the last 6 days in a row.  it is now u… ,FALSE,Positive
Looking Closely at #Covid19 #eugenics and The End of Tangible Money https://t.co/dH8q69oAUE via @YouTube #Politics… https://t.co/jIUJK6fnum,looking closely at #covid19 #eugenics and the end of tangible money  via @youtube #politics… ,FALSE,Neutral
It’s all about hustling ! Keeping business afloat is a rewarding challenging #COVID19 #SmallBiz #bosslady https://t.co/oJKWUJtbbE,it’s all about hustling ! keeping business afloat is a rewarding challenging #covid19 #smallbiz #bosslady ,FALSE,Positive
🖋 Sign “Extend COVID 19 Emergency Unemployment Assistance” and I’ll deliver a copy to your officials:… https://t.co/TMbwtbjzrr,🖋 sign “extend covid 19 emergency unemployment assistance” and i’ll deliver a copy to your officials:… ,TRUE,Negative
"The visuals on  @SMCHealth @sanmateoco #sanmateocounty ad were what *not* to do. Listen, here is a better ad:… https://t.co/HIe8SExw6u","the visuals on  @smchealth @sanmateoco #sanmateocounty ad were what *not* to do. listen, here is a better ad:… ",FALSE,Positive
"List of Medical Camps Scheduled to be held in #Madurai Today (July 25)
(1/2)

#COVID19 #TNCoronaUpdates https://t.co/K1N3Www4wq",list of medical camps scheduled to be held in #madurai today (july 25) (1/2)  #covid19 #tncoronaupdates ,FALSE,Neutral
"#COVID19 #Coronavirus #Guwahati #Assam #DY365
Guwahati records 417 new COVID-19 cases, tally stands at 13507 https://t.co/RZ5zagctcR","#covid19 #coronavirus #guwahati #assam #dy365 guwahati records 417 new covid-19 cases, tally stands at 13507 ",FALSE,Neutral
"ALERT: Wealthy Elites Buy Private Islands To Isolate From
""Coronavirus Storm""  - Global Pandemic News |… https://t.co/JU6eE6k4lS","alert: wealthy elites buy private islands to isolate from ""coronavirus storm""  - global pandemic news |… ",FALSE,Negative
"@sanmateoco The visuals on  @SMCHealth @sanmateoco #sanmateocounty ad were what *not* to do. Listen, here is a bett… https://t.co/lhcGaGKOkH","@sanmateoco the visuals on  @smchealth @sanmateoco #sanmateocounty ad were what *not* to do. listen, here is a bett… ",FALSE,Neutral
The #InformationandBroadcasting Ministry has recommended to the Union #HomeMinistry that cinema halls all over the… https://t.co/vtyr0YiSkD,the #informationandbroadcasting ministry has recommended to the union #homeministry that cinema halls all over the… ,FALSE,Positive
"There are 3 Options to get back on your feet after #COVID19 when financial situation is critical. 

1. You can ask… https://t.co/XoIFWi09wU",there are 3 options to get back on your feet after #covid19 when financial situation is critical.   1. you can ask… ,FALSE,Negative
"Used increasingly in response to #COVID19, #telehealth is likely to have an expanded role even after the pandemic e… https://t.co/MD3kQ7fOON","used increasingly in response to #covid19, #telehealth is likely to have an expanded role even after the pandemic e… ",FALSE,Neutral
🔴 LIVE PODCAST: COVideos 26: Easy Rider &amp; The Bridge on the River Kwai on @Spreaker #cinema #coronavirus #covid19… https://t.co/WaqwHrJYAU,🔴 live podcast: covideos 26: easy rider &amp; the bridge on the river kwai on @spreaker #cinema #coronavirus #covid19… ,TRUE,Positive
"@BadFoxGraphics @GOPChairwoman #KeepSpendingGOP! Love seeing you throw that money down the drain. 

What's depressi… https://t.co/P54Ayg6tmD",@badfoxgraphics @gopchairwoman #keepspendinggop! love seeing you throw that money down the drain.   what's depressi… ,FALSE,Positive
@lahederahelix People were watching us here in NY with wide eyes while everything was closed and people were dying… https://t.co/JvGyEJOt5h,@lahederahelix people were watching us here in ny with wide eyes while everything was closed and people were dying… ,FALSE,Neutral
"#China's civil aviation recovers as daily flights increase

The daily number of civil aviation flights reached 13,0… https://t.co/nZdYxPjXtJ","#china's civil aviation recovers as daily flights increase  the daily number of civil aviation flights reached 13,0… ",FALSE,Positive
Anyone else find it suspicious how all of a sudden this virus is attacking 19-35 year olds...political play? 👀🤷‍♀️ #COVID19 #ChinaVirus,anyone else find it suspicious how all of a sudden this virus is attacking 19-35 year olds...political play? 👀🤷‍♀️ #covid19 #chinavirus,TRUE,Negative
Epiphany....shit Taylor. 😭 #Folklore #COVID19,epiphany....shit taylor. 😭 #folklore #covid19,TRUE,Neutral
"Amidst #COVID19 pandemic, the State Level Single Window Clearance Authority has approved four investment proposals… https://t.co/3L10Mvw79W","amidst #covid19 pandemic, the state level single window clearance authority has approved four investment proposals… ",FALSE,Positive
"If you care about yourself, others and  #COVID19 : watch this. 

https://t.co/8MK221hMEA","if you care about yourself, others and  #covid19 : watch this.   ",FALSE,Positive
"Uttar Pradesh Health Minister Jai Pratap Singh said on Friday that he has tested positive for #Covid19.
https://t.co/3RHa72TdTs",uttar pradesh health minister jai pratap singh said on friday that he has tested positive for #covid19. ,FALSE,Positive
#Mumbai's affluent find a way to maintain safety protocol and get their lives back on track. Many eager to pick up… https://t.co/Nwg8PazB7T,#mumbai's affluent find a way to maintain safety protocol and get their lives back on track. many eager to pick up… ,FALSE,Positive
#Xinjiang reported 20 new confirmed #COVID19 cases and 38 new asymptomatic COVID-19 patients on July 24. https://t.co/x2aD3QPQdb,#xinjiang reported 20 new confirmed #covid19 cases and 38 new asymptomatic covid-19 patients on july 24. ,FALSE,Neutral
ER doctor who survived COVID-19 reunites with family after 3-month battle | #covid19 | #kids | #childern |… https://t.co/g80qtALM83,er doctor who survived covid-19 reunites with family after 3-month battle | #covid19 | #kids | #childern |… ,FALSE,Negative
Post #covid19 #traveldestination but meeting up with @student_3907 comes first.👊🏻🌏✈️🌊🏛💙 https://t.co/BSDWvVIqd0,post #covid19 #traveldestination but meeting up with @student_3907 comes first.👊🏻🌏✈️🌊🏛💙 ,TRUE,Neutral
"🖋 Sign “Police” and I’ll deliver a copy to your officials: https://t.co/8bbQyuV3Lh

📨 No. 1 is from David to… https://t.co/MQ9Zr2OYGP",🖋 sign “police” and i’ll deliver a copy to your officials:   📨 no. 1 is from david to… ,TRUE,Negative
Are you really scared about your business because of the #lockdown and #Covid19. We are working remotely for all of… https://t.co/2MxpsGeFEa,are you really scared about your business because of the #lockdown and #covid19. we are working remotely for all of… ,FALSE,Negative
@JASDrummer @hollyhargraves @ScottPresler @realDonaldTrump And that’s why you’re working at a Queens convenience st… https://t.co/fO4X7a4ube,@jasdrummer @hollyhargraves @scottpresler @realdonaldtrump and that’s why you’re working at a queens convenience st… ,FALSE,Neutral
"A local nurse manager, who works on frontlines of the pandemic at @AUG_Health, is now battling for her life due to… https://t.co/f45KBokTuC","a local nurse manager, who works on frontlines of the pandemic at @aug_health, is now battling for her life due to… ",FALSE,Negative
"#covid19 - Indonesia - Total: 95,418 - Deaths: 4,665 - Recovered: 53,945 - Active: -","#covid19 - indonesia - total: 95,418 - deaths: 4,665 - recovered: 53,945 - active: -",FALSE,Positive
These Are The Only Four States On Track To Contain #CoronaVirus. (Forbes)  #COVIDー19 #COVID19 #CoronaVirusOutbreak… https://t.co/uY98pfucvo,these are the only four states on track to contain #coronavirus. (forbes)  #covidー19 #covid19 #coronavirusoutbreak… ,FALSE,Neutral
"New Zealand #COVID19 25/7/20
+ 1556 total 
+ One new case
+ 22 deaths 
+ No one in hospital
+ Recovered 1513
+ 21 a… https://t.co/GQgk2R5fFo",new zealand #covid19 25/7/20 + 1556 total  + one new case + 22 deaths  + no one in hospital + recovered 1513 + 21 a… ,FALSE,Negative
"The number of discharged patients from various civil, district &amp; model hospitals in Assam till 24th July 2020.… https://t.co/xDVrvtkYvZ","the number of discharged patients from various civil, district &amp; model hospitals in assam till 24th july 2020.… ",FALSE,Positive
"#WordsToPutOnMasks 6 Feet Apart or 6 Feet Under https://t.co/pFIQ3ei2qt

#Covid_19 #COVIDIDIOTS #COVID19Pandemic… https://t.co/sPb0cR7peK",#wordstoputonmasks 6 feet apart or 6 feet under   #covid_19 #covididiots #covid19pandemic… ,FALSE,Neutral
Tell the U.S. Senate to pass critical protections for nurses.  #ProtectNurses during #COVID19. Sign @NationalNurses… https://t.co/ZhGhrSKc1T,tell the u.s. senate to pass critical protections for nurses.  #protectnurses during #covid19. sign @nationalnurses… ,FALSE,Negative
Canada Day barbecue at centre of Calgary COVID-19 outbreak serves as warning of easy spread https://t.co/BUDjtgkZGg… https://t.co/vp79XaagXt,canada day barbecue at centre of calgary covid-19 outbreak serves as warning of easy spread  ,FALSE,Negative
I regret to inform y'all that we are at a stage of #parenting I never saw coming. It is due to #Covid19 and I am ve… https://t.co/bVVpvoEOIg,i regret to inform y'all that we are at a stage of #parenting i never saw coming. it is due to #covid19 and i am ve… ,FALSE,Negative
"Stéphane DeLaRocque: “after #Covid19, leaders start to understand. It is the 1st time we discussed about wildlife [… https://t.co/C9MT3964wM","stéphane delarocque: “after #covid19, leaders start to understand. it is the 1st time we discussed about wildlife [… ",FALSE,Neutral
"US reports 75,669 cases today so far, highest on record https://t.co/G27JTdgvxQ #Covid19 #Coronavirus #Pandemic","us reports 75,669 cases today so far, highest on record  #covid19 #coronavirus #pandemic",FALSE,Neutral
"It’s a good idea to have at least two face masks. This way, you will have a fresh mask if one is in the wash. But c… https://t.co/t2gDh6WgQu","it’s a good idea to have at least two face masks. this way, you will have a fresh mask if one is in the wash. but c… ",FALSE,Positive
"The masks are machine-washable and can be used up to 30 times, making them highly practical and convenient.… https://t.co/SmoWhV37SH","the masks are machine-washable and can be used up to 30 times, making them highly practical and convenient.… ",FALSE,Neutral
"Nice, interactive visuals to see #COVID19 data https://t.co/jRspekU2cy #Covid_19 #DataScience #coronavirus","nice, interactive visuals to see #covid19 data  #covid_19 #datascience #coronavirus",FALSE,Positive
"BREAKING: There were 289,028 new confirmed COVID-19 cases yesterday (worldwide) - the HIGHEST single-day increase r… https://t.co/agJ7qSDXAc","breaking: there were 289,028 new confirmed covid-19 cases yesterday (worldwide) - the highest single-day increase r… ",FALSE,Positive
85-year-old Shantabai Pawar performs the ancient martial art form of 'Lathi Kathi' to earn a living amid the… https://t.co/eoSRoWMFmo,85-year-old shantabai pawar performs the ancient martial art form of 'lathi kathi' to earn a living amid the… ,FALSE,Neutral
"State of Georgia coronavirus cases for 7/24 is 161,401. This is a 4,813 increase from yesterday and the highest inc… https://t.co/FSUH8h6wG4","state of georgia coronavirus cases for 7/24 is 161,401. this is a 4,813 increase from yesterday and the highest inc… ",FALSE,Positive
People are saying Trump &amp; GOP totally suck. @GOPChairwoman #drugpricing #drugs #insulin #COVID19 https://t.co/PQCwJas28s,people are saying trump &amp; gop totally suck. @gopchairwoman #drugpricing #drugs #insulin #covid19 ,FALSE,Negative
It's not safe for teachers to return back to schools especially considering some of these asymptomatic kids are com… https://t.co/CWNP417HDs,it's not safe for teachers to return back to schools especially considering some of these asymptomatic kids are com… ,FALSE,Negative
Give $2000/month to every American #moneyforthepeople #covid19 - Sign the Petition! https://t.co/t2NpWBbOsR via @Change,give $2000/month to every american #moneyforthepeople #covid19 - sign the petition!  via @change,FALSE,Neutral
"MyPOV: The cost of livelihoods has far exceeded  cost of lives. We need an American approach

The “open too soon” t… https://t.co/kosBHOUpV9",mypov: the cost of livelihoods has far exceeded  cost of lives. we need an american approach  the “open too soon” t… ,FALSE,Positive
Five more #COVID19 deaths today and 357 new diagnosed active cases. #COVID19vic,five more #covid19 deaths today and 357 new diagnosed active cases. #covid19vic,FALSE,Positive
"#Mississippi is now #9 in the number of coronavirus cases per capita, State Health Officer Dr. Thomas Dobbs said to… https://t.co/6mNYRuv99z","#mississippi is now #9 in the number of coronavirus cases per capita, state health officer dr. thomas dobbs said to… ",FALSE,Positive
